iter	Passed	Remaining
868	51804	67423
869	51861	67359
870	51924	67304
871	51979	67240
872	52032	67170
873	52089	67108
874	52150	67050
875	52205	66985
876	52263	66923
877	52323	66864
878	52384	66807
879	52442	66745
880	52503	66686
881	52568	66634
882	52627	66573
883	52685	66512
884	52742	66450
885	52808	66397
886	52869	66340
887	52930	66281
888	52986	66218
889	53051	66165
890	53117	66113
891	53168	66043
892	53228	65984
893	53287	65924
894	53344	65861
895	53400	65796
896	53457	65734
897	53517	65674
898	53574	65612
899	53640	65560
900	53699	65499
901	53759	65441
902	53822	65385
903	53878	65321
904	53932	65254
905	53986	65188
906	54045	65128
907	54106	65071
908	54170	65016
909	54233	64961
910	54292	64900
911	54351	64840
912	54410	64780
913	54468	64718
914	54527	64658
915	54585	64597
916	54641	64533
917	54702	64475
918	54759	64412
919	54820	64354
920	54883	64299
921	54944	64240
922	55005	64183
923	55064	64122
924	55126	64065
925	55182	64002
926	55248	63949
927	55312	63895
928	55366	63829
929	55420	63763
930	55475	63698
931	55535	63639
932	55596	63581
933	55654	63520
934	55714	63461
935	55768	63395
936	55825	63332
937	55884	63271
938	55946	63215
939	56003	63153
940	56065	63096
941	56122	63033
942	56184	62976
943	56245	62918
944	56306	62861
945	56364	62799
946	56426	62742
947	56486	62683
948	56543	62621
949	56597	62555
950	56656	62494
951	56714	62433
952	56772	62372
953	56831	62311
954	56904	62267
955	56957	62200
956	57012	62136
957	57094	62100
958	57184	62074
959	57246	62016
960	57309	61961
961	57369	61901
962	57419	61831
963	57479	61772
964	57540	61714
965	57605	61660
966	57664	61599
967	57725	61541
968	57785	61483
969	57846	61425
970	57915	61375
971	57973	61313
972	58034	61255
973	58091	61193
974	58157	61139
975	58216	61079
976	58279	61023
977	58336	60961
978	58394	60899
979	58453	60839
980	58509	60775
981	58564	60711
982	58624	60651
983	58687	60595
984	58746	60536
985	58799	60468
986	58853	60403
987	58914	60345
988	58970	60282
989	59031	60224
990	59096	60169
991	59156	60110
992	59216	60051
993	59273	59989
994	59332	59928
995	59393	59870
996	59450	59808
997	59505	59744
998	59562	59682
999	59620	59620
1000	59679	59560
1001	59737	59498
1002	59800	59442
1003	59860	59383
1004	59920	59324
1005	59976	59260
1006	60032	59197
1007	60089	59135
1008	60153	59080
1009	60209	59016
1010	60267	58956
1011	60324	58894
1012	60387	58837
1013	60442	58773
1014	60504	58716
1015	60565	58657
1016	60620	58593
1017	60681	58535
1018	60745	58480
1019	60801	58417
1020	60866	58362
1021	60932	58308
1022	60989	58247
1023	61053	58191
1024	61110	58129
1025	61176	58076
1026	61240	58020
1027	61304	57964
1028	61355	57897
1029	61413	57835
1030	61484	57787
1031	61538	57722
1032	61597	57661
1033	61650	57595
1034	61704	57531
1035	61760	57468
1036	61822	57410
1037	61882	57351
1038	61941	57291
1039	61998	57228
1040	62049	57162
1041	62109	57102
1042	62176	57049
1043	62233	56987
1044	62294	56929
1045	62351	56867
1046	62415	56811
1047	62474	56751
1048	62529	56687
1049	62585	56624
1050	62644	56564
1051	62701	56503
1052	62763	56445
1053	62821	56384
1054	62888	56331
1055	62947	56271
1056	63002	56207
1057	63055	56142
1058	63117	56084
1059	63175	56023
1060	63232	55961
1061	63294	55904
1062	63355	55845
1063	63416	55787
1064	63467	55720
1065	63527	55660
1066	63583	55598
1067	63645	55540
1068	63701	55477
1069	63756	55414
1070	63811	55350
1071	63877	55297
1072	63932	55233
1073	63991	55173
1074	64050	55113
1075	64108	55051
1076	64165	54990
1077	64226	54932
1078	64284	54871
1079	64346	54814
1080	64407	54754
1081	64468	54697
1082	64526	54635
1083	64587	54577
1084	64649	54519
1085	64705	54457
1086	64767	54399
1087	64823	54337
1088	64881	54276
1089	64939	54215
1090	64994	54152
1091	65051	54090
1092	65109	54029
1093	65171	53972
1094	65226	53908
1095	65284	53848
1096	65342	53786
1097	65405	53730
1098	65467	53672
1099	65525	53612
1100	65586	53553
1101	65642	53490
1102	65698	53428
1103	65755	53367
1104	65814	53306
1105	65869	53243
1106	65927	53183
1107	65984	53120
1108	66040	53058
1109	66097	52997
1110	66154	52935
1111	66211	52873
1112	66269	52813
1113	66331	52755
1114	66390	52695
1115	66452	52637
1116	66512	52579
1117	66569	52517
1118	66626	52455
1119	66695	52403
1120	66753	52342
1121	66810	52281
1122	66873	52224
1123	66931	52163
1124	66995	52107
1125	67071	52061
1126	67166	52028
1127	67225	51968
1128	67287	51910
1129	67345	51850
1130	67399	51786
1131	67460	51727
1132	67518	51666
1133	67579	51608
1134	67634	51545
1135	67691	51483
1136	67750	51423
1137	67812	51365
1138	67870	51305
1139	67928	51244
1140	67992	51187
1141	68046	51123
1142	68104	51063
1143	68159	51000
1144	68217	50939
1145	68278	50880
1146	68342	50824
1147	68404	50767
1148	68463	50706
1149	68519	50644
1150	68576	50583
1151	68634	50522
1152	68690	50460
1153	68753	50403
1154	68812	50343
1155	68873	50284
1156	68929	50222
1157	68984	50160
1158	69045	50101
1159	69102	50039
1160	69155	49975
1161	69212	49914
1162	69272	49854
1163	69328	49792
1164	69383	49729
1165	69441	49669
1166	69498	49607
1167	69557	49547
1168	69614	49486
1169	69668	49423
1170	69723	49360
1171	69778	49297
1172	69835	49235
1173	69889	49172
1174	69952	49115
1175	70013	49057
1176	70076	49000
1177	70135	48940
1178	70194	48880
1179	70252	48819
1180	70319	48764
1181	70383	48708
1182	70447	48652
1183	70509	48594
1184	70570	48535
1185	70631	48477
1186	70692	48418
1187	70748	48356
1188	70804	48294
1189	70870	48239
1190	70927	48178
1191	70986	48118
1192	71046	48059
1193	71106	47999
1194	71167	47941
1195	71228	47882
1196	71287	47822
1197	71349	47764
1198	71407	47704
1199	71470	47646
1200	71537	47592
1201	71589	47527
1202	71641	47463
1203	71702	47404
1204	71759	47343
1205	71813	47280
1206	71870	47219
1207	71931	47160
1208	71996	47104
1209	72053	47042
1210	72114	46984
1211	72180	46929
1212	72239	46869
1213	72297	46808
1214	72355	46748
1215	72410	46685
1216	72470	46626
1217	72523	46562
1218	72584	46504
1219	72642	46443
1220	72703	46384
1221	72762	46325
1222	72822	46265
1223	72883	46207
1224	72945	46149
1225	73006	46090
1226	73066	46031
1227	73123	45970
1228	73189	45914
1229	73244	45852
1230	73310	45796
1231	73370	45737
1232	73438	45683
1233	73499	45624
1234	73560	45566
1235	73620	45506
1236	73678	45445
1237	73738	45386
1238	73796	45325
1239	73853	45264
1240	73910	45204
1241	73972	45145
1242	74027	45083
1243	74082	45021
1244	74143	44962
1245	74202	44902
1246	74269	44847
1247	74342	44796
1248	74403	44737
1249	74464	44678
1250	74525	44620
1251	74587	44562
1252	74646	44501
1253	74705	44441
1254	74763	44381
1255	74823	44321
1256	74878	44260
1257	74935	44199
1258	74994	44138
1259	75053	44078
1260	75117	44021
1261	75173	43960
1262	75240	43905
1263	75301	43846
1264	75367	43790
1265	75426	43730
1266	75495	43676
1267	75551	43615
1268	75608	43553
1269	75671	43496
1270	75732	43437
1271	75794	43379
1272	75862	43324
1273	75921	43264
1274	75984	43206
1275	76041	43145
1276	76097	43084
1277	76159	43025
1278	76215	42964
1279	76271	42902
1280	76332	42844
1281	76389	42782
1282	76457	42728
1283	76515	42667
1284	76573	42607
1285	76635	42548
1286	76700	42492
1287	76767	42436
1288	76837	42382
1289	76894	42321
1290	76956	42263
1291	77021	42206
1292	77123	42170
1293	77180	42109
1294	77238	42048
1295	77303	41992
1296	77364	41932
1297	77422	41872
1298	77490	41817
1299	77554	41760
1300	77618	41702
1301	77680	41644
1302	77736	41582
1303	77790	41520
1304	77846	41458
1305	77909	41400
1306	77968	41340
1307	78029	41281
1308	78091	41223
1309	78149	41162
1310	78207	41102
1311	78264	41040
1312	78325	40982
1313	78385	40922
1314	78443	40861
1315	78503	40802
1316	78560	40741
1317	78620	40682
1318	78681	40623
1319	78740	40563
1320	78803	40505
1321	78861	40445
1322	78923	40386
1323	78978	40324
1324	79038	40264
1325	79096	40204
1326	79157	40145
1327	79217	40086
1328	79277	40026
1329	79341	39968
1330	79398	39907
1331	79455	39847
1332	79512	39786
1333	79574	39727
1334	79631	39666
1335	79693	39608
1336	79752	39548
1337	79811	39488
1338	79875	39430
1339	79933	39370
1340	79990	39309
1341	80048	39248
1342	80110	39190
1343	80166	39128
1344	80226	39069
1345	80284	39009
1346	80344	38949
1347	80405	38890
1348	80462	38829
1349	80520	38769
1350	80578	38708
1351	80636	38648
1352	80695	38588
1353	80752	38527
1354	80808	38466
1355	80875	38409
1356	80933	38349
1357	80995	38291
1358	81060	38233
1359	81120	38174
1360	81179	38114
1361	81235	38053
1362	81299	37995
1363	81361	37936
1364	81422	37877
1365	81485	37819
1366	81543	37759
1367	81607	37701
1368	81664	37640
1369	81719	37579
1370	81773	37516
1371	81836	37458
1372	81895	37398
1373	81955	37339
1374	82014	37279
1375	82075	37220
1376	82132	37159
1377	82188	37098
1378	82247	37038
1379	82307	36978
1380	82367	36919
1381	82423	36858
1382	82484	36798
1383	82551	36742
1384	82607	36681
1385	82663	36620
1386	82728	36562
1387	82786	36502
1388	82848	36443
1389	82909	36384
1390	82963	36322
1391	83023	36263
1392	83077	36200
1393	83132	36139
1394	83198	36082
1395	83262	36024
1396	83328	35967
1397	83390	35909
1398	83447	35848
1399	83513	35791
1400	83570	35730
1401	83627	35670
1402	83687	35610
1403	83748	35551
1404	83807	35491
1405	83865	35430
1406	83922	35370
1407	83980	35309
1408	84036	35248
1409	84091	35187
1410	84147	35126
1411	84204	35065
1412	84269	35007
1413	84329	34948
1414	84386	34887
1415	84452	34830
1416	84510	34770
1417	84568	34709
1418	84624	34648
1419	84682	34588
1420	84743	34529
1421	84783	34461
1422	84842	34402
1423	84901	34342
1424	84961	34282
1425	85018	34222
1426	85078	34162
1427	85137	34102
1428	85198	34043
1429	85261	33985
1430	85328	33928
1431	85387	33868
1432	85451	33811
1433	85508	33750
1434	85562	33688
1435	85616	33626
1436	85677	33567
1437	85734	33506
1438	85790	33445
1439	85849	33385
1440	85911	33327
1441	85976	33269
1442	86031	33208
1443	86085	33146
1444	86150	33088
1445	86210	33029
1446	86273	32971
1447	86336	32912
1448	86394	32852
1449	86451	32791
1450	86512	32732
1451	86572	32673
1452	86632	32613
1453	86696	32555
1454	86755	32496
1455	86844	32447
1456	86900	32386
1457	86955	32324
1458	87031	32271
1459	87125	32224
1460	87183	32164
1461	87241	32104
1462	87302	32044
1463	87356	31982
1464	87416	31923
1465	87475	31863
1466	87534	31803
1467	87600	31746
1468	87659	31686
1469	87720	31627
1470	87780	31567
1471	87841	31508
1472	87898	31447
1473	87963	31389
1474	88024	31330
1475	88080	31269
1476	88136	31208
1477	88192	31147
1478	88250	31087
1479	88313	31029
1480	88372	30969
1481	88435	30910
1482	88497	30851
1483	88560	30793
1484	88616	30732
1485	88677	30672
1486	88734	30612
1487	88787	30550
1488	88847	30490
1489	88904	30430
1490	88962	30370
1491	89017	30308
1492	89075	30248
1493	89136	30189
1494	89199	30130
1495	89256	30070
1496	89315	30010
1497	89375	29951
1498	89441	29893
1499	89503	29834
1500	89559	29773
1501	89618	29713
1502	89679	29654
1503	89740	29595
1504	89798	29535
1505	89858	29475
1506	89916	29415
1507	89972	29354
1508	90030	29294
1509	90091	29235
1510	90144	29173
1511	90210	29115
1512	90265	29054
1513	90323	28994
1514	90386	28935
1515	90444	28875
1516	90504	28815
1517	90563	28755
1518	90622	28696
1519	90683	28636
1520	90741	28576
1521	90799	28516
1522	90857	28456
