iter	Logloss
402	0.5917897461
403	0.5917707589
404	0.591731264
405	0.5917134208
406	0.5917070592
407	0.5916953544
408	0.591686942
409	0.591659389
410	0.59163863
411	0.5916133789
412	0.5915914062
413	0.5915578125
414	0.5915320452
415	0.5915126953
416	0.5915060407
417	0.5915016323
418	0.5914818499
419	0.5914680385
420	0.5914396345
421	0.5914140904
422	0.5914069475
423	0.5913912667
424	0.5913841797
425	0.5913589565
426	0.5913433594
427	0.5913242885
428	0.5913029157
429	0.5912617746
430	0.5912125279
431	0.5912075893
432	0.5911958984
433	0.5911869838
434	0.5911760184
435	0.591145452
436	0.5911330078
437	0.5911256975
438	0.5911113421
439	0.5911050223
440	0.5910983538
441	0.5910718052
442	0.5910511998
443	0.5910188895
444	0.5909660156
445	0.590959933
446	0.5909517299
447	0.5909212472
448	0.5909132254
449	0.5909034319
450	0.5908872907
451	0.5908573103
452	0.590838909
453	0.590825851
454	0.5907987444
455	0.5907892299
456	0.5907641881
457	0.5907464146
458	0.5907308315
459	0.5907142439
460	0.5906855887
461	0.5906719587
462	0.5906580636
463	0.5906112723
464	0.5905966099
465	0.5905524833
466	0.5905311663
467	0.5905147321
468	0.5905075893
469	0.5904897182
470	0.5904287249
471	0.5903999023
472	0.5903858817
473	0.5903639927
474	0.590325865
475	0.5903197266
476	0.5903132673
477	0.5902762974
478	0.5902559989
479	0.5902214146
480	0.5902063477
481	0.5901808873
482	0.5901664621
483	0.5901241071
484	0.5900995954
485	0.590039481
486	0.5899813477
487	0.5899656669
488	0.5899417829
489	0.5899021484
490	0.5898823521
491	0.5898577567
492	0.5898033761
493	0.5897810407
494	0.589756529
495	0.5897479213
496	0.5897199637
497	0.5896890485
498	0.5896716936
499	0.5896398996
500	0.5896307199
501	0.5896245954
502	0.5896163225
503	0.5895946708
504	0.5895882254
505	0.5895493583
506	0.5895294782
507	0.5895070313
508	0.5894549526
509	0.5894395368
510	0.5894043387
511	0.5893910017
512	0.5893779994
513	0.5893517997
514	0.589334933
515	0.5893223214
516	0.5892936384
517	0.5892728795
518	0.5892554129
519	0.5892065709
520	0.5891892718
521	0.5891746094
522	0.5891665597
523	0.5891532087
524	0.5891361607
525	0.589089495
526	0.5890627651
527	0.5890533482
528	0.5890446289
529	0.5890190011
530	0.589006236
531	0.5889999302
532	0.588985519
533	0.5889719866
534	0.5889599609
535	0.5889403181
536	0.5889337333
537	0.5889256417
538	0.5889138114
539	0.5889000419
540	0.5888544922
541	0.5888422991
542	0.5888350865
543	0.5887941406
544	0.5887803711
545	0.5887684012
546	0.5887422712
547	0.5887314453
548	0.5887230608
549	0.5887103795
550	0.5887011579
551	0.5886929687
552	0.5886768276
553	0.588635505
554	0.5886023158
555	0.588575851
556	0.588559082
557	0.5885513114
558	0.5885364258
559	0.5885120536
560	0.5885021066
561	0.5884785296
562	0.588451981
563	0.5884168527
564	0.5883863839
565	0.5883617467
566	0.5883248047
567	0.5882862444
568	0.5882679269
569	0.5882399275
570	0.588225558
571	0.5881907785
572	0.5881732422
573	0.5881527902
574	0.5881452706
575	0.5881311802
576	0.5881237444
577	0.588092606
578	0.5880745954
579	0.58804149
580	0.5880190011
581	0.588004841
582	0.587982394
583	0.587971875
584	0.5879598912
585	0.5879511021
586	0.5879394252
587	0.5879320173
588	0.5879246652
589	0.5879125837
590	0.5878938337
591	0.5878814453
592	0.5878733259
593	0.5878603237
594	0.5878472656
595	0.5878286272
596	0.5878197824
597	0.5878132394
598	0.5877912528
599	0.587782966
600	0.5877749442
601	0.5877610073
602	0.5877374302
603	0.587717327
604	0.5876919643
605	0.5876797573
606	0.5876582031
607	0.5876495257
608	0.5876383231
609	0.5876233398
610	0.5876012835
611	0.5875808175
612	0.5875732422
613	0.5875552455
614	0.5875414621
615	0.5875229213
616	0.5875100167
617	0.5874949498
618	0.5874855608
619	0.5874693917
620	0.5874556501
621	0.5874463728
622	0.5874314314
623	0.5874208566
624	0.5874025251
625	0.5873952288
626	0.5873848633
627	0.5873774135
628	0.5873598912
629	0.587348005
630	0.5873350586
631	0.5873283622
632	0.5873194336
633	0.5873112305
634	0.5873002651
635	0.587290639
636	0.5872785156
637	0.5872604074
638	0.5872472098
639	0.5872346122
640	0.5872240095
641	0.5872166574
642	0.5871951172
643	0.587172433
644	0.5871600167
645	0.5871514369
646	0.5871408761
647	0.5871323382
648	0.5871239676
649	0.587112514
650	0.5871035993
651	0.5870909459
652	0.5870824916
653	0.587067899
654	0.5870582031
655	0.5870463728
656	0.5870404297
657	0.5870058873
658	0.5869859375
659	0.5869777204
660	0.5869538086
661	0.5869484654
662	0.5869432199
663	0.5869284877
664	0.5869194615
665	0.5869072266
666	0.5868963309
667	0.5868881836
668	0.586865918
669	0.5868585379
670	0.5868518973
671	0.5868456613
672	0.5868295061
673	0.5868183175
674	0.5868091657
675	0.5868030831
676	0.5867941406
677	0.5867860352
678	0.5867766602
679	0.5867675642
680	0.5867571987
681	0.5867449079
682	0.5867333426
683	0.5867142439
684	0.5867053711
685	0.586700851
686	0.5866928711
687	0.5866867885
688	0.5866627511
689	0.5866550642
690	0.5866477958
691	0.58664262
692	0.5866322405
693	0.5866062221
694	0.5865930804
695	0.5865854771
696	0.5865749163
697	0.5865671735
698	0.5865467913
699	0.5865296038
700	0.5865160575
701	0.5865078544
702	0.5864870117
703	0.5864794085
704	0.5864721819
705	0.5864611886
706	0.5864383231
707	0.5864295759
708	0.5864222796
709	0.5864164063
710	0.5864108259
711	0.5863939872
712	0.5863677734
713	0.5863602539
714	0.5863490374
715	0.586325558
716	0.5863100446
717	0.5862934012
718	0.5862728376
719	0.5862631138
720	0.5862503488
721	0.5862401228
722	0.5862157785
723	0.5862103097
724	0.5862041992
725	0.586199135
726	0.5861867606
727	0.5861628069
728	0.5861445592
729	0.5861364118
730	0.5861294364
731	0.5861209263
732	0.586113909
733	0.5861075474
734	0.5860971261
735	0.5860895508
736	0.5860709403
737	0.5860634626
738	0.586053111
739	0.5860437779
740	0.5860381278
741	0.5860293387
742	0.5860219308
743	0.5860160296
744	0.5859960798
745	0.5859854074
746	0.585977567
747	0.5859601562
748	0.5859519252
749	0.5859422433
750	0.5859376674
751	0.5859309431
752	0.5859248744
753	0.5859136021
754	0.5858959682
755	0.5858885045
756	0.5858802316
757	0.5858725725
758	0.5858623884
759	0.5858504046
760	0.5858436244
761	0.5858280692
762	0.5858199498
763	0.5858123047
764	0.5858032506
765	0.5857942383
766	0.5857856306
767	0.5857734654
768	0.5857670061
769	0.5857592773
770	0.5857533622
771	0.5857364258
772	0.5857283482
773	0.5857169643
774	0.5857111189
775	0.5857047154
776	0.5856904157
777	0.5856833008
778	0.5856763532
779	0.5856673968
780	0.5856601423
781	0.5856528181
782	0.5856461914
783	0.5856407924
784	0.585634361
785	0.5856250279
786	0.5856188616
787	0.5856105469
788	0.5855986607
789	0.5855914062
790	0.5855830497
791	0.5855759766
792	0.5855719727
793	0.5855613002
794	0.5855571568
795	0.58554887
796	0.5855417132
797	0.5855356445
798	0.5855279855
799	0.5855184291
800	0.5855070452
801	0.5855017857
802	0.5854924526
803	0.5854837751
804	0.5854752093
805	0.5854680943
806	0.5854597377
807	0.5854518136
808	0.5854429269
809	0.585436928
810	0.585429269
811	0.5854220843
812	0.5853942801
813	0.5853720285
814	0.5853652483
815	0.5853606864
816	0.5853435547
817	0.5853365234
818	0.5853248605
819	0.5853171875
820	0.5852976283
821	0.5852868862
822	0.5852798131
823	0.5852721401
824	0.585265332
825	0.5852576032
826	0.5852491211
827	0.5852302037
828	0.5852202427
829	0.5852138811
830	0.5852021066
831	0.5851965541
832	0.5851904157
833	0.5851769671
834	0.5851624721
835	0.5851547991
836	0.58514887
837	0.5851429967
838	0.5851385882
839	0.5851151228
840	0.5851059012
841	0.5850890346
842	0.5850822545
843	0.5850658482
844	0.5850599749
845	0.5850536133
846	0.5850479632
847	0.5850332729
848	0.5850274275
849	0.5850183733
850	0.5850094308
851	0.5849977679
852	0.5849815988
853	0.5849746512
854	0.5849671038
855	0.5849570033
856	0.584953111
857	0.584945452
858	0.5849316964
859	0.5849232561
860	0.5849175502
861	0.5849114118
862	0.5849050363
863	0.584889481
864	0.5848791853
865	0.5848628348
866	0.58485512
867	0.5848487723
868	0.5848458426
869	0.5848386579
870	0.5848331752
871	0.5848252372
872	0.5848181362
873	0.5848112584
874	0.5848056501
875	0.58479149
876	0.5847849888
877	0.5847799944
878	0.5847734096
879	0.5847686523
880	0.5847591378
881	0.5847462891
882	0.5847394392
883	0.5847327706
884	0.5847258092
885	0.5847135882
886	0.5847019113
887	0.5846912109
888	0.584684933
889	0.5846773856
890	0.5846603655
891	0.5846519531
892	0.5846451311
893	0.5846273996
894	0.5846218192
895	0.5846160435
896	0.5846104353
897	0.5846039202
898	0.5845984375
899	0.5845853376
900	0.5845790597
901	0.5845588588
902	0.584553139
903	0.5845479213
904	0.584543736
905	0.5845394113
906	0.584521889
907	0.5845074358
908	0.5844981864
909	0.5844838588
910	0.5844774833
911	0.5844707589
912	0.5844637277
913	0.584458817
914	0.5844445173
915	0.5844383929
916	0.5844306641
917	0.5844121233
918	0.5844047154
919	0.5843973214
920	0.5843909319
921	0.5843697963
922	0.5843528041
923	0.5843382952
924	0.5843338867
925	0.5843274275
926	0.5843219587
927	0.5843152623
928	0.5843108956
929	0.5843046596
930	0.5842996652
931	0.5842947545
932	0.5842882533
933	0.5842802176
934	0.5842735491
935	0.5842637137
936	0.5842587054
937	0.5842536551
938	0.5842429408
939	0.584233817
940	0.5842153181
941	0.5842107282
942	0.5842061384
943	0.5841910575
944	0.5841777204
945	0.5841634766
946	0.5841526088
947	0.5841378767
948	0.5841308873
949	0.5841233259
950	0.5841179967
951	0.5841089844
952	0.5841020787
953	0.5840962193
954	0.5840895508
955	0.5840874721
956	0.5840824637
957	0.5840629604
958	0.5840575893
959	0.5840388951
960	0.5840341657
961	0.5840232561
962	0.5840180385
963	0.5840095285
964	0.5840028181
965	0.5839910575
966	0.5839833705
967	0.5839773856
968	0.5839726563
969	0.5839673131
970	0.5839621233
971	0.5839558873
972	0.5839443917
973	0.5839383929
974	0.5839305385
975	0.5839177874
976	0.5839118722
977	0.5839052176
978	0.5839005859
979	0.583895173
980	0.5838887974
981	0.5838713728
982	0.5838626256
983	0.5838531808
984	0.5838462891
985	0.5838390346
986	0.5838357282
987	0.5838310547
988	0.5838256138
989	0.5838071289
990	0.5837934989
991	0.5837870257
992	0.5837804548
993	0.5837716657
994	0.5837648577
995	0.5837607561
996	0.5837523437
997	0.583750014
998	0.5837446289
999	0.5837362584
1000	0.5837201311
1001	0.5837138672
1002	0.5837072963
1003	0.5837010882
1004	0.5836969308
1005	0.5836881696
1006	0.5836803571
1007	0.5836736607
1008	0.5836594448
1009	0.5836544922
1010	0.5836485073
1011	0.5836424944
1012	0.5836362584
1013	0.5836313477
1014	0.5836260603
1015	0.5836180106
1016	0.583615918
1017	0.5836108956
1018	0.5836041992
1019	0.5835859794
1020	0.5835798828
1021	0.5835701869
1022	0.5835647461
1023	0.5835558873
1024	0.5835498605
1025	0.5835339565
1026	0.5835252511
1027	0.5835180804
1028	0.5835117606
1029	0.58350512
1030	0.583494615
1031	0.5834913086
1032	0.5834861189
1033	0.5834831194
1034	0.5834803013
1035	0.5834724888
1036	0.583459933
1037	0.5834549386
1038	0.5834435965
1039	0.5834402623
1040	0.5834356445
1041	0.5834265067
1042	0.5834143973
1043	0.5834066546
1044	0.5833997907
1045	0.5833955497
1046	0.5833857701
1047	0.5833779994
1048	0.5833723214
1049	0.583366476
1050	0.5833579381
1051	0.5833520508
1052	0.5833444475
1053	0.5833391881
1054	0.5833245396
1055	0.5833191825
1056	0.5833128209
1057	0.5833091239
1058	0.5833032785
1059	0.5832976562
1060	0.5832907924
1061	0.5832851144
1062	0.5832771066
1063	0.5832717913
1064	0.5832649693
1065	0.5832628348
1066	0.5832506696
1067	0.583244894
1068	0.5832354771
1069	0.5832244559
1070	0.5832196847
1071	0.5832072824
1072	0.5832016323
1073	0.5831923968
1074	0.5831837333
1075	0.5831787249
1076	0.5831720424
1077	0.5831671596
1078	0.5831595982
1079	0.5831488142
1080	0.5831402483
1081	0.5831346959
1082	0.5831277762
1083	0.5831223772
1084	0.5831063337
1085	0.5831009347
1086	0.5830859933
1087	0.5830802037
1088	0.5830705497
1089	0.5830654157
1090	0.5830616071
1091	0.5830507952
1092	0.5830463309
1093	0.5830374721
1094	0.5830342076
1095	0.5830268415
1096	0.583020745
1097	0.5830101981
1098	0.582993764
1099	0.5829907924
1100	0.582985784
1101	0.5829793527
1102	0.5829735073
1103	0.582963923
1104	0.5829500698
1105	0.5829449498
1106	0.5829323661
1107	0.5829237305
1108	0.5829171456
1109	0.5829103097
1110	0.5829050084
1111	0.5829001395
1112	0.5828943359
1113	0.5828903739
1114	0.5828785435
1115	0.5828669782
1116	0.5828601144
1117	0.5828529436
1118	0.5828441546
1119	0.5828372768
1120	0.5828157366
1121	0.5828091518
1122	0.5828012974
1123	0.5827942522
1124	0.5827871791
1125	0.5827771763
1126	0.58276875
1127	0.5827639927
1128	0.5827581752
1129	0.5827537667
1130	0.5827476842
1131	0.5827391462
1132	0.5827242048
1133	0.5827181501
1134	0.582713644
1135	0.5827093192
1136	0.5827029576
1137	0.5826964704
1138	0.5826919782
1139	0.5826848075
1140	0.5826773577
1141	0.582674149
1142	0.5826679408
1143	0.5826631836
1144	0.5826594308
1145	0.5826527762
1146	0.5826472656
1147	0.5826446289
1148	0.5826383929
1149	0.5826327706
1150	0.5826267718
1151	0.5826222656
1152	0.582617048
1153	0.5826095703
1154	0.5826038365
1155	0.5825982003
1156	0.5825915039
1157	0.5825858956
1158	0.5825794643
1159	0.5825744978
1160	0.5825595006
1161	0.5825542411
1162	0.5825427316
1163	0.5825378627
1164	0.5825351842
1165	0.5825275949
1166	0.5825237444
1167	0.5825141183
1168	0.5825095145
1169	0.5825064872
1170	0.5825023856
1171	0.5824983398
1172	0.5824925223
1173	0.5824892299
1174	0.5824829939
1175	0.5824684431
1176	0.582454841
1177	0.5824503488
1178	0.582445466
1179	0.5824347517
1180	0.5824220006
1181	0.5824089704
1182	0.5824030971
1183	0.5823967773
1184	0.5823828404
1185	0.5823727539
1186	0.5823638672
1187	0.5823524833
1188	0.5823462472
1189	0.5823345564
1190	0.5823265765
1191	0.5823205497
1192	0.5823112723
1193	0.5823058454
1194	0.5822961217
1195	0.5822863421
1196	0.5822812221
1197	0.5822762556
1198	0.5822716518
1199	0.5822651507
1200	0.5822544643
1201	0.5822406808
1202	0.5822362863
1203	0.582230399
1204	0.5822239397
1205	0.582218736
1206	0.5822138672
1207	0.5822040179
1208	0.58219887
1209	0.5821944615
1210	0.5821893415
1211	0.5821792132
1212	0.5821732003
1213	0.5821665876
1214	0.5821588449
1215	0.5821536551
1216	0.5821489397
1217	0.5821407506
1218	0.5821366908
1219	0.5821322684
1220	0.5821275391
1221	0.5821239676
1222	0.5821179687
1223	0.5821111328
1224	0.5821061942
1225	0.5821003906
1226	0.5820913923
1227	0.5820870815
1228	0.5820810547
1229	0.5820791434
1230	0.5820739397
1231	0.5820681362
1232	0.5820612863
1233	0.5820567243
1234	0.5820491211
1235	0.5820436105
1236	0.5820377511
1237	0.5820313058
1238	0.5820253069
1239	0.5820210937
1240	0.5820154018
1241	0.5820080497
1242	0.5820032785
1243	0.5820003767
1244	0.5819927874
1245	0.5819875558
1246	0.5819799944
1247	0.5819696429
1248	0.5819653878
1249	0.5819604632
1250	0.5819549386
1251	0.5819472238
1252	0.5819417411
1253	0.5819299665
1254	0.5819250419
1255	0.5819171596
1256	0.5819120117
1257	0.5819069475
1258	0.5819018276
1259	0.5818958984
1260	0.5818879464
1261	0.581884375
1262	0.5818741908
1263	0.581864495
1264	0.5818592494
1265	0.5818477818
1266	0.5818425223
1267	0.5818354213
1268	0.5818295898
1269	0.5818211217
1270	0.581815625
1271	0.5818085798
1272	0.5818038086
1273	0.5817986328
1274	0.5817919782
1275	0.581788058
1276	0.5817845006
1277	0.5817773996
1278	0.5817737305
1279	0.581765067
1280	0.5817592076
1281	0.5817489258
1282	0.5817434431
1283	0.5817384766
1284	0.5817334263
1285	0.5817256836
1286	0.5817216099
1287	0.581714216
1288	0.5817077985
1289	0.5817035575
1290	0.5816973772
1291	0.5816905552
1292	0.5816846959
1293	0.5816798689
1294	0.5816758929
1295	0.5816674805
1296	0.5816654576
1297	0.5816592634
1298	0.5816486886
1299	0.581638909
1300	0.5816349749
1301	0.5816295201
1302	0.5816249581
1303	0.5816208705
1304	0.5816148996
1305	0.5816092634
1306	0.5816009626
1307	0.5815941685
1308	0.5815895926
1309	0.5815824777
1310	0.5815772321
1311	0.5815715402
1312	0.5815662667
1313	0.5815608119
1314	0.5815551618
1315	0.5815486468
1316	0.5815412109
1317	0.5815360212
1318	0.5815251814
1319	0.5815196568
1320	0.5815082031
1321	0.5815021066
1322	0.5814959821
1323	0.581489774
1324	0.5814844866
1325	0.5814793945
1326	0.5814734096
1327	0.5814690569
1328	0.5814640067
1329	0.5814600446
1330	0.5814549805
1331	0.5814487444
1332	0.5814444894
1333	0.5814382533
1334	0.5814318778
1335	0.581420745
1336	0.5814114118
1337	0.5814037528
1338	0.5813973214
1339	0.581393178
1340	0.5813893694
1341	0.5813839844
1342	0.5813791574
1343	0.5813738421
1344	0.5813678571
1345	0.5813619699
1346	0.5813559012
1347	0.5813512835
1348	0.5813476842
1349	0.5813417969
1350	0.5813347935
1351	0.5813284598
1352	0.5813211496
1353	0.5813174526
1354	0.5813120257
1355	0.5813057478
1356	0.5812998605
1357	0.5812890206
1358	0.5812820592
1359	0.5812760742
1360	0.5812716518
1361	0.5812672712
1362	0.5812609515
1363	0.5812548828
1364	0.5812502511
1365	0.5812436105
1366	0.5812363421
1367	0.5812310407
1368	0.5812271484
1369	0.5812233817
1370	0.5812197405
1371	0.5812153599
1372	0.5812083984
1373	0.5812011998
1374	0.5811933733
1375	0.5811914342
1376	0.5811873884
1377	0.5811795201
1378	0.5811751116
1379	0.5811694894
1380	0.5811653041
1381	0.5811578265
1382	0.5811518276
1383	0.5811466657
1384	0.5811411412
1385	0.5811346122
1386	0.5811299805
1387	0.5811248744
1388	0.5811162807
1389	0.5811026646
1390	0.5810978516
1391	0.5810907506
1392	0.5810861607
1393	0.5810819336
1394	0.5810732143
1395	0.5810639369
1396	0.5810581613
1397	0.5810539621
1398	0.5810488002
1399	0.5810437221
1400	0.5810377372
1401	0.5810334124
1402	0.5810277065
1403	0.5810216518
1404	0.5810149275
1405	0.5810058175
1406	0.581000558
1407	0.5809961356
1408	0.5809906948
1409	0.5809868164
1410	0.58098351
1411	0.5809787946
1412	0.5809732561
1413	0.5809703683
1414	0.5809658901
1415	0.5809609515
1416	0.5809559152
1417	0.5809512695
1418	0.5809473493
1419	0.5809428153
1420	0.5809387556
1421	0.5809387695
1422	0.5809337751
1423	0.5809274275
1424	0.5809212193
1425	0.5809151507
1426	0.5809113839
1427	0.5809041295
1428	0.5808987305
1429	0.5808918387
1430	0.5808832171
1431	0.5808777762
1432	0.5808708287
1433	0.5808662667
1434	0.5808596401
1435	0.5808571289
1436	0.5808498465
1437	0.5808444336
1438	0.5808398298
1439	0.5808339565
1440	0.5808285575
1441	0.5808173968
1442	0.580812221
1443	0.5808091936
1444	0.580802846
1445	0.5807976004
1446	0.5807906669
1447	0.5807864676
1448	0.5807816685
1449	0.5807772879
1450	0.5807681501
1451	0.580760784
1452	0.5807518973
1453	0.5807470424
1454	0.5807423549
1455	0.5807380999
1456	0.5807326172
1457	0.5807282924
1458	0.5807213728
1459	0.5807077148
1460	0.5807028181
1461	0.580697447
1462	0.5806914202
1463	0.5806887416
1464	0.5806795759
1465	0.5806732003
1466	0.5806693917
1467	0.5806637695
1468	0.5806589286
1469	0.5806540876
1470	0.5806496931
1471	0.5806433175
1472	0.580638923
1473	0.5806300502
1474	0.5806236189
1475	0.580619029
1476	0.5806163504
1477	0.5806115234
1478	0.5806059849
1479	0.5806003348
1480	0.5805934291
1481	0.5805853516
1482	0.5805796317
1483	0.580572447
1484	0.5805685407
1485	0.5805641044
1486	0.5805566685
1487	0.5805547991
1488	0.5805496931
1489	0.5805450474
1490	0.580541197
1491	0.5805379883
1492	0.5805336217
1493	0.5805234375
1494	0.5805176758
1495	0.5805109515
1496	0.5805051897
1497	0.5805004743
1498	0.5804930804
1499	0.5804874163
1500	0.5804830357
1501	0.5804772042
1502	0.5804719029
1503	0.5804603097
1504	0.5804565569
1505	0.5804440709
1506	0.5804400949
1507	0.5804361607
1508	0.580430971
1509	0.5804248744
1510	0.5804193499
1511	0.5804136021
